,room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,latitude,longitude,boroughs
5911,14560027,90174143,Entire home/apt,De Pijp / Rivierenbuurt,8,5.0,2,1.0,150.0,Lovely decorated apartment next to RAI in South,52.344812,4.890914,Zuid
5912,19173473,8444488,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,2,2.0,168.0,Large apartment with rooftop terrace,52.343147,4.892001,Zuid
5913,13949207,18267892,Entire home/apt,De Pijp / Rivierenbuurt,7,5.0,2,1.0,167.0,Lovely quiet appartment with roof terras and bikes,52.346686,4.898476,Zuid
5914,19795010,96448550,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,4,2.0,180.0,Home of the Schnases,52.349957,4.897526,Zuid
5915,1951401,10090907,Entire home/apt,De Pijp / Rivierenbuurt,4,5.0,2,1.0,150.0,The Marina at City Canal,52.347104,4.89624,Zuid
5916,13040091,71931870,Entire home/apt,De Pijp / Rivierenbuurt,4,5.0,3,2.0,150.0,Bright & Charming Apt. in Amsterdam-Zuid/De Pijp,52.345852,4.894822,Zuid
5917,19149900,133800144,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,3,1.0,169.0,Cute Cozy Loft,52.349957,4.89451,Zuid
5918,4074858,20157808,Entire home/apt,De Pijp / Rivierenbuurt,79,4.5,4,2.0,174.0,Spacious Apartment Amsterdam RAI,52.344004,4.892966,Zuid
5919,2151999,5513568,Entire home/apt,De Pijp / Rivierenbuurt,37,5.0,4,3.0,150.0,Spacious Apartment close to RAI,52.342928,4.902636,Zuid
5920,7911798,9482781,Entire home/apt,De Pijp / Rivierenbuurt,21,4.5,4,2.0,150.0,"Modern, light, 4p, in lovely area!",52.354772,4.89314,Zuid
5921,7931500,15141823,Entire home/apt,De Pijp / Rivierenbuurt,4,5.0,2,1.0,156.0,Design house w/ balcony in the Pijp,52.354255,4.89262,Zuid
5922,13371136,72329594,Entire home/apt,De Pijp / Rivierenbuurt,16,5.0,4,1.0,180.0,*Perfect all-in apartment for a perfect city-trip*,52.35173,4.888036,Zuid
5923,13582033,19726885,Entire home/apt,De Pijp / Rivierenbuurt,6,5.0,4,2.0,180.0,Modern light and warm apartment,52.351734,4.888051,Zuid
5924,9380995,1865809,Entire home/apt,De Pijp / Rivierenbuurt,5,5.0,2,1.0,155.0,Vintage Design Spacious Apartment in De Pijp,52.356218,4.898834,Zuid
5925,5400635,13947302,Entire home/apt,De Pijp / Rivierenbuurt,9,4.5,2,1.0,150.0,Lovely apartment near Albert Cuyp,52.352078,4.887842,Zuid
5926,5782399,29998319,Entire home/apt,De Pijp / Rivierenbuurt,30,5.0,2,1.0,156.0,Lovely 1 bedroom app for couple,52.35138,4.888776,Zuid
5927,7976249,42098095,Entire home/apt,De Pijp / Rivierenbuurt,20,5.0,2,1.0,150.0,Lovely elegant apartment with spaci,52.353814,4.896573,Zuid
5928,14234724,15972304,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,2,1.0,150.0,"Fully private apartment in ""de Pijp"" for two",52.351418,4.894224,Zuid
5929,10777038,15385644,Entire home/apt,De Pijp / Rivierenbuurt,7,5.0,2,1.0,156.0,Modern and cozy apartment in the city center,52.352361,4.889041,Zuid
5930,12693631,66706038,Entire home/apt,De Pijp / Rivierenbuurt,6,4.5,2,1.0,180.0,"Comfortable apartment in the ""De Pijp"" area | 2P",52.351665,4.887685,Zuid
5931,6076671,31541287,Entire home/apt,De Pijp / Rivierenbuurt,6,5.0,2,1.0,162.0,Central in De Pijp perf. for couple,52.354808,4.892453,Zuid
5932,13662590,60635919,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,6,2.0,168.0,Perfect located new apartment in Amsterdam.,52.35381,4.887788,Zuid
5933,6657917,32257878,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,2,1.0,162.0,Great appartement in popular area!,52.354144,4.888534,Zuid
5934,15544148,28393476,Entire home/apt,De Pijp / Rivierenbuurt,3,5.0,4,2.0,150.0,Modern private apartement,52.354471,4.898635,Zuid
5935,13198931,6952923,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1.0,168.0,Spacious luxury apartment in centre of De Pijp,52.352001,4.895953,Zuid
5936,17622647,13898053,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,3,2.0,179.0,Best spot in town,52.354824,4.888844,Zuid
5937,18931005,6605450,Entire home/apt,De Pijp / Rivierenbuurt,5,5.0,4,2.0,180.0,Private 2 bedroom apartment @ de Pijp,52.351569,4.89409,Zuid
5938,10648991,33838655,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1.0,180.0,Bright living in city-centre,52.352022,4.894113,Zuid
5939,15121194,95818837,Entire home/apt,De Pijp / Rivierenbuurt,6,4.5,2,2.0,180.0,Beautiful apartment at a perfect location,52.35477,4.896752,Zuid
5940,18516556,4625398,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1.0,180.0,Mont Martre of Amsterdam,52.353053,4.898865,Zuid
5941,12774908,32570906,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,1.0,179.0,"Cosy apartment, great and calm location!",52.352537,4.886887,Zuid
5942,3597161,6872180,Entire home/apt,De Pijp / Rivierenbuurt,10,4.5,2,0.0,150.0,Cosy studio apartment in the 'Pijp',52.354336,4.88855,Zuid
5943,12179914,8874273,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,4,2.0,179.0,Located in the great area 'de Pijp',52.353821,4.889653,Zuid
5944,19907629,140979638,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,4,1.0,179.0,Most beautiful split level loft in Amsterdam,52.354051,4.889864,Zuid
5945,9836621,7503909,Entire home/apt,De Pijp / Rivierenbuurt,13,4.5,4,2.0,180.0,Great apartment in 'De Pijp' district 80m2/ 861ft2,52.354603,4.892243,Zuid
5946,2972015,14636148,Entire home/apt,De Pijp / Rivierenbuurt,26,5.0,2,1.0,168.0,Romantic apt. at Albert Cuyp Market,52.351952,4.886867,Zuid
5947,17430605,117919051,Entire home/apt,De Pijp / Rivierenbuurt,11,5.0,2,1.0,155.0,Modern apartment in The Pijp,52.353115,4.887207,Zuid
5948,13216610,517215,Entire home/apt,De Pijp / Rivierenbuurt,4,4.5,4,3.0,162.0,Albert Cuyp Family apartment with garden,52.352449,4.898208,Zuid
5949,7359564,31024638,Entire home/apt,De Pijp / Rivierenbuurt,3,4.5,2,1.0,150.0,,52.353953,4.891608,Zuid
5950,14996718,7406657,Entire home/apt,De Pijp / Rivierenbuurt,7,5.0,2,1.0,168.0,Modern and cozy apartment in 'de Pijp',52.354486,4.887183,Zuid
5951,15642871,100913405,Entire home/apt,De Pijp / Rivierenbuurt,20,5.0,2,1.0,168.0,Comfortable apartment in vibrant de Pijp district,52.352121,4.889754,Zuid
5952,12509578,7669646,Entire home/apt,De Pijp / Rivierenbuurt,11,5.0,2,1.0,150.0,Romantic studio in hip central area,52.354611,4.892719,Zuid
5953,17038003,113999082,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,2,1.0,156.0,Comfortable 1 bedroom apartment with balcony,52.350562,4.889711,Zuid
5954,15878023,69958585,Entire home/apt,De Pijp / Rivierenbuurt,13,5.0,4,2.0,162.0,Cosey and spacious apartment in 'de pijp',52.350994,4.895658,Zuid
5955,18209663,104916208,Entire home/apt,De Pijp / Rivierenbuurt,9,5.0,3,1.0,179.0,Central Apartment (2 rooms) in Trendy De Pijp,52.353764,4.892634,Zuid
5956,11782428,62737325,Entire home/apt,De Pijp / Rivierenbuurt,15,4.5,2,1.0,155.0,Lovely apartment in De Pijp,52.350001,4.888671,Zuid
5957,14176444,48703385,Entire home/apt,Centrum Oost,1,0.0,3,2.0,162.0,Prinsengracht Canal View Estate,52.360583,4.897512,Centrum
5958,15784900,102101892,Entire home/apt,De Pijp / Rivierenbuurt,7,5.0,1,0.0,168.0,"Cosy studio in ""De Pijp"" in Amsterdam",52.354895,4.890006,Zuid
5959,17819823,121825175,Entire home/apt,De Pijp / Rivierenbuurt,7,4.5,4,2.0,167.0,Nice family home near Rai conference center,52.344742,4.898441,Zuid
5960,1334593,3140419,Entire home/apt,De Pijp / Rivierenbuurt,50,5.0,3,1.0,180.0,Cozy apartment near Museum square,52.351655,4.888885,Zuid
5961,17461079,11791934,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,2,2.0,179.0,90m2 - Peaceful family apartment ideally located,52.347023,4.898398,Zuid
5962,14955011,13592959,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,2,1.0,174.0,Romantic apartment in the heart of De Pijp!,52.350689,4.889732,Zuid
5963,1459956,3913238,Entire home/apt,De Pijp / Rivierenbuurt,13,5.0,2,1.0,150.0,Spacious apartment + roof terrace,52.353838,4.888441,Zuid
5964,9967975,34204422,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,3,2.0,180.0,De pijp cosy apartment,52.354386,4.892661,Zuid
5965,19886082,115633795,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,4,1.0,180.0,Cozy apartment close to the city center,52.353063,4.889744,Zuid
5966,3728383,18908024,Entire home/apt,De Pijp / Rivierenbuurt,9,5.0,2,1.0,168.0,Modern Scandinavian loft @ De Pijp!,52.347148,4.891473,Zuid
5967,1298851,4109781,Entire home/apt,De Pijp / Rivierenbuurt,72,5.0,4,4.0,179.0,Spacious and beautiful familyhome in de Pijp area,52.349884,4.893812,Zuid
5968,8340515,22691558,Entire home/apt,De Pijp / Rivierenbuurt,8,5.0,2,1.0,162.0,Luxurious appartement next to RAI,52.344985,4.888594,Zuid
5969,14148546,85462143,Entire home/apt,De Pijp / Rivierenbuurt,3,5.0,4,2.0,180.0,Bright and spacious apartment near the city center,52.349121,4.895891,Zuid
5970,1134916,6225831,Entire home/apt,De Pijp / Rivierenbuurt,22,4.5,2,1.0,167.0,Light & spacious apartment de Pijp,52.353433,4.896305,Zuid
5971,18086951,7424614,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,3,2.0,180.0,Spacious & Light 2 bedr aptm near Center and RAI,52.34971,4.894024,Zuid
5972,13783258,80941904,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,2,3.0,180.0,"Ideal for families, in the middle of Amsterdam",52.354441,4.897345,Zuid
5973,12793482,47279732,Entire home/apt,De Pijp / Rivierenbuurt,1,0.0,2,1.0,162.0,Nice house with a big living,52.345932,4.891821,Zuid
5974,19327928,4506982,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,2,1.0,150.0,Cosy apartment Pijp area,52.352704,4.893896,Zuid
5975,14414831,88681361,Entire home/apt,De Pijp / Rivierenbuurt,11,5.0,2,1.0,150.0,"Apartment w garden, great location",52.350416,4.895858,Zuid
5976,7086862,37146194,Entire home/apt,De Pijp / Rivierenbuurt,5,4.5,3,1.0,162.0,Cozy apartment near to ''De Pijp'',52.34692,4.88997,Zuid
5977,6447564,33663003,Entire home/apt,De Pijp / Rivierenbuurt,10,5.0,4,2.0,162.0,Appartement with garden city center,52.349471,4.893488,Zuid
5978,16143042,18409224,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,3,1.0,173.0,Apartment with roof terrace in charming De Pijp,52.35193,4.890936,Zuid
5979,12459664,67421041,Entire home/apt,De Pijp / Rivierenbuurt,13,4.5,3,1.0,150.0,Cozy appartment in the PIJP!,52.350895,4.89127,Zuid
5980,18403830,54754922,Entire home/apt,De Pijp / Rivierenbuurt,5,4.5,2,1.0,150.0,Pretty APT in the nicest neighborhood (de Pijp),52.353388,4.893412,Zuid
5981,12602513,6455429,Entire home/apt,De Pijp / Rivierenbuurt,14,5.0,2,1.0,180.0,Renovated apartment in de Pijp!,52.35197,4.89878,Zuid
5982,17597788,56627712,Entire home/apt,De Pijp / Rivierenbuurt,3,4.5,2,1.0,183.0,Luxury apartment + garden in trendy neighbourhood,52.350452,4.889646,Zuid
5983,14102035,14625681,Entire home/apt,De Pijp / Rivierenbuurt,2,0.0,3,2.0,180.0,"Modern & stylish ground floor 3P apt | Pijp, Rai",52.347848,4.898212,Zuid
5984,18539042,84453740,Entire home/apt,De Pijp / Rivierenbuurt,3,4.5,4,2.0,179.0,wonderful classic home,52.35236,4.897136,Zuid
5985,19061176,18539990,Entire home/apt,De Pijp / Rivierenbuurt,3,4.5,4,1.0,155.0,Apartment with rooftop terrace in de pijp,52.352847,4.889255,Zuid
5986,19919243,84453740,Entire home/apt,De Pijp / Rivierenbuurt,0,0.0,4,2.0,179.0,Very nice 2 bedroom apt. in A'dam! PIJP AREA!,52.353817,4.891507,Zuid
5987,1724828,4314111,Entire home/apt,De Baarsjes / Oud West,21,5.0,2,1.0,156.0,City Center spacious 65m Apartment,52.36122,4.874559,West
5988,19380217,11531069,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,0.0,150.0,"Lovely, clean and nice apartment in Oud-West!",52.365944,4.868337,West
5989,14985425,94446255,Entire home/apt,De Baarsjes / Oud West,6,5.0,2,1.0,156.0,modern central apartment in charming neighbourhood,52.36565,4.877834,West
5990,1511360,8071702,Entire home/apt,De Baarsjes / Oud West,43,4.5,2,1.0,148.0,"COMFY, COSY GARDEN APP NEAR VONDELP",52.360537,4.867218,West
5991,14190930,86037683,Entire home/apt,Noord-West / Noord-Midden,12,4.5,4,2.0,182.0,Admirable Home in the Museum District | GARDEN,52.355129,4.876852,West
5992,19035169,30915085,Entire home/apt,De Baarsjes / Oud West,3,5.0,2,1.0,150.0,Luxury apartment in Amsterdam,52.367703,4.871775,West
5993,6241107,32397372,Entire home/apt,De Baarsjes / Oud West,17,5.0,2,1.0,156.0,Great Apt. just across Vondelpark!,52.361261,4.866892,West
5994,18604933,129211631,Entire home/apt,De Baarsjes / Oud West,4,5.0,2,1.0,150.0,Cosy Bellamy apartment,52.36611,4.866145,West
5995,6255277,9540938,Entire home/apt,De Baarsjes / Oud West,1,0.0,2,2.0,150.0,Great location for a family trip.,52.3648,4.866605,West
5996,16592751,87871054,Entire home/apt,De Baarsjes / Oud West,3,4.5,4,1.0,179.0,Wonderful place for 4!,52.365565,4.868259,West
5997,16798788,97531169,Entire home/apt,De Baarsjes / Oud West,1,0.0,4,1.0,156.0,AmsterdamDeHallenTenKatemarkt,52.366249,4.865886,West
5998,2409801,12316654,Entire home/apt,Noord-West / Noord-Midden,54,5.0,2,1.0,180.0,Luxury apartment @ Vondelpark!,52.358893,4.866189,West
5999,3505863,17651861,Entire home/apt,Noord-West / Noord-Midden,0,0.0,2,1.0,150.0,Stylish apartment near Vondelpark,52.356178,4.872132,West
6000,6827275,19028763,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,1.0,150.0,Great apartment for a couple,52.366173,4.874514,West
6001,4303182,21776912,Entire home/apt,De Baarsjes / Oud West,30,4.5,3,1.0,180.0,Amazing apartment in A'dam West near city centre,52.367985,4.876648,West
6002,2176762,7423535,Entire home/apt,De Baarsjes / Oud West,18,5.0,4,2.0,168.0,Large modern Vondelpark Apartment,52.360473,4.865488,West
6003,3694245,12749039,Entire home/apt,De Baarsjes / Oud West,3,5.0,2,1.0,150.0,"Beautiful loft appartment, central",52.363697,4.866433,West
6004,3467229,17468921,Entire home/apt,De Baarsjes / Oud West,8,4.5,3,1.0,156.0,"Spacious, charming, voted best location by locals!",52.368255,4.866636,West
6005,12503646,40303163,Entire home/apt,De Baarsjes / Oud West,1,0.0,2,2.0,156.0,Familyhome + garden trendy OudWest,52.36746,4.866384,West
6006,16590973,12749039,Entire home/apt,De Baarsjes / Oud West,18,5.0,2,1.0,156.0,"Trendy apartment, near Vondelpark",52.362016,4.866872,West
6007,6935944,9137095,Entire home/apt,De Baarsjes / Oud West,5,5.0,4,2.0,150.0,Great place in Amsterdam 4pers,52.363798,4.876423,West
6008,4031136,20898353,Entire home/apt,De Baarsjes / Oud West,20,4.5,2,0.0,150.0,Cozy apartment in Oud West,52.365682,4.866914,West
6009,13987398,19939771,Entire home/apt,De Baarsjes / Oud West,1,0.0,4,4.0,180.0,Large 4 bedroom apartment in Amsterdam West,52.362949,4.866761,West
6010,3153836,16004275,Entire home/apt,Noord-West / Noord-Midden,51,5.0,2,1.0,150.0,Welcome in Amsterdam museum area!,52.356654,4.870958,West
6011,1384174,6192868,Entire home/apt,De Baarsjes / Oud West,12,5.0,2,1.0,170.0,Luxurious appt.Adam Center/Oudwest,52.361434,4.873231,West
6012,1199113,6550625,Entire home/apt,De Baarsjes / Oud West,18,5.0,4,2.0,151.0,Familyhouse,52.362121,4.867236,West
6013,10484014,11042700,Entire home/apt,De Baarsjes / Oud West,10,5.0,2,1.0,174.0,Modern Apartment at Vondelpark,52.360735,4.876549,West
6014,17691459,120516348,Entire home/apt,De Baarsjes / Oud West,7,5.0,2,1.0,162.0,Gezellig appartement in hartje Amsterdam,52.365961,4.868009,West
6015,1201747,6564574,Entire home/apt,De Baarsjes / Oud West,27,5.0,2,1.0,156.0,Great central apartment museum area,52.361904,4.875155,West
6016,543262,534206,Entire home/apt,Noord-West / Noord-Midden,54,5.0,3,2.0,180.0,Boutique apt-I/museums/Vondelpark/Concert Hall,52.357772,4.874735,West
6017,17519167,113977564,Entire home/apt,De Baarsjes / Oud West,11,4.5,4,2.0,179.0,GREAT 4p apt. in A'dam West Area!,52.364588,4.868905,West
6018,1779968,9302267,Entire home/apt,De Baarsjes / Oud West,5,4.5,4,1.0,180.0,Cozy Vondelpark 1-Bedroom Apartment,52.363206,4.875127,West
6019,5749585,2298556,Entire home/apt,De Baarsjes / Oud West,5,4.5,4,1.0,156.0,Spacious 100m2 apartment downtown.,52.366395,4.873522,West
6020,9786902,44776873,Entire home/apt,De Baarsjes / Oud West,35,5.0,2,0.0,150.0,Lovely renovated appartment,52.366295,4.867415,West
6021,11974897,40979350,Entire home/apt,Noord-West / Noord-Midden,2,0.0,4,2.0,180.0,Large flat near Museumplein,52.35611,4.871056,West
6022,10136640,52020496,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,1.0,180.0,"Appartement, Oud-West (Old-west)",52.368166,4.868325,West
6023,6289814,13144063,Entire home/apt,De Baarsjes / Oud West,11,5.0,4,3.0,180.0,Vondelpark family apartment,52.360333,4.867604,West
6024,3713753,18924373,Entire home/apt,Noord-West / Noord-Midden,2,0.0,3,2.0,156.0,"Beautiful apartment @ best corner, Museum Quarter",52.355532,4.873707,West
6025,7906778,41693059,Entire home/apt,Noord-West / Noord-Midden,4,5.0,2,1.0,180.0,Apartment with view Vondelpark,52.357343,4.875944,West
6026,15582524,15455272,Entire home/apt,De Baarsjes / Oud West,3,5.0,4,3.0,180.0,Available in August! Family home in Amsterdam,52.36148,4.867638,West
6027,6191027,4384307,Entire home/apt,De Baarsjes / Oud West,16,5.0,2,1.0,153.0,Beautiful apartment near Vondelpark,52.361215,4.866281,West
6028,8264596,23669273,Entire home/apt,De Baarsjes / Oud West,1,0.0,4,2.0,150.0,Cosy apartment across Vondelpark,52.361944,4.866687,West
6029,8658785,15599176,Entire home/apt,De Baarsjes / Oud West,38,5.0,3,1.0,180.0,Cosy appartment+roofterrace+bike,52.361191,4.86576,West
6030,3548748,17864755,Entire home/apt,Noord-West / Noord-Midden,6,5.0,3,2.0,180.0,Unique appartment with sunny garden,52.355425,4.868391,West
6031,6433051,8240831,Entire home/apt,De Baarsjes / Oud West,14,4.5,4,2.0,162.0,Cosy green oasis in city center,52.363125,4.871616,West
6032,3969582,20572725,Entire home/apt,De Baarsjes / Oud West,33,5.0,2,1.0,179.0,Appartment in centre on canal/wifi,52.364275,4.871693,West
6033,13304336,75154194,Entire home/apt,De Baarsjes / Oud West,5,4.5,2,0.0,156.0,Amazing studio at a perfect location in centre,52.360883,4.865537,West
6034,18404760,459028,Entire home/apt,De Baarsjes / Oud West,2,0.0,4,2.0,156.0,Passion Flower,52.361463,4.866348,West
6035,13753857,47252533,Entire home/apt,Noord-West / Noord-Midden,39,4.5,4,2.0,167.0,Elegant Vondelpark Apartment in Old South,52.356136,4.869768,West
6036,13896910,81831442,Entire home/apt,De Baarsjes / Oud West,23,4.5,3,2.0,168.0,Beautiful 2 bedroom apartment - Vondelpark,52.36125,4.866281,West
6037,11559168,34495241,Entire home/apt,De Baarsjes / Oud West,5,5.0,3,2.0,180.0,Beautiful apartment in trendy area,52.360488,4.867761,West
6038,13167841,47722604,Entire home/apt,De Baarsjes / Oud West,5,4.5,2,1.0,180.0,Great apartment with big balcony on great location,52.360615,4.865963,West
6039,19432265,136235459,Entire home/apt,De Baarsjes / Oud West,2,0.0,2,1.0,150.0,Bright apartment with views across the vondelpark,52.360772,4.865918,West
6040,19957388,9915627,Entire home/apt,De Baarsjes / Oud West,0,0.0,2,1.0,168.0,Spacious apartment nearby Vondelpark,52.360351,4.866045,West
6041,11616153,61506345,Entire home/apt,Centrum Oost,3,5.0,4,3.0,150.0,Family Maisonette apartment,52.360916,4.889576,Centrum
6042,19381228,15114604,Entire home/apt,De Baarsjes / Oud West,1,0.0,2,1.0,155.0,City Center - Museum district,52.363015,4.878546,West
6043,18172153,19047584,Entire home/apt,Noord-West / Noord-Midden,3,5.0,4,1.0,180.0,Charming apartment in museum area.,52.355528,4.885712,West
6044,55868,264178,Entire home/apt,Noord-West / Noord-Midden,81,5.0,4,2.0,179.0,Apartment near Museumplein (centre),52.356133,4.88515,West
6045,770281,4063638,Entire home/apt,Noord-West / Noord-Midden,23,4.5,4,1.0,162.0,Fantastic 100m2 apartment. Top loca,52.356352,4.885888,West
6046,6417719,31603164,Entire home/apt,Noord-West / Noord-Midden,21,5.0,2,1.0,156.0,Cosy light apartment Museum Square,52.357133,4.883626,West
6047,4538386,23532899,Entire home/apt,Noord-West / Noord-Midden,10,5.0,2,1.0,150.0,Spacious appartment Museum Square,52.35927,4.878756,West
6048,13833915,4927282,Entire home/apt,Noord-West / Noord-Midden,1,0.0,2,1.0,173.0,NEW! Stunning house next to the Museumplein,52.356783,4.879322,West
6049,11689351,62104010,Entire home/apt,De Pijp / Rivierenbuurt,9,5.0,2,0.0,150.0,Nice apartment in Amsterdam!,52.356771,4.887746,Zuid
6050,757085,3986784,Entire home/apt,Centrum West,36,5.0,2,1.0,156.0,Lovely Spacious Canal Apartment,52.371803,4.875806,Centrum
6051,19405144,4831627,Entire home/apt,De Baarsjes / Oud West,0,0.0,4,2.0,180.0,"Family friendly apartment in citycenter, 3 p+1baby",52.367375,4.867393,West
6052,3492282,669137,Entire home/apt,De Baarsjes / Oud West,22,5.0,2,1.0,180.0,Cosy and in a great location,52.366651,4.873652,West
6053,14753999,91971270,Entire home/apt,De Baarsjes / Oud West,16,4.5,2,1.0,162.0,Great Luxurious Compact App w/ Balcony in Center!,52.368593,4.874449,West
6054,12620056,4715970,Entire home/apt,De Baarsjes / Oud West,9,5.0,4,2.0,176.0,Lovely house in Amsterdam old-west,52.365037,4.870118,West
6055,17783527,121450932,Entire home/apt,Centrum Oost,0,0.0,2,1.0,150.0,Great apartment | Fantastic location | City centre,52.367965,4.88686,Centrum
6056,12922294,10987505,Entire home/apt,Centrum Oost,1,0.0,2,1.0,180.0,Modern and comfortable apartment on the canals,52.365376,4.884799,Centrum
6057,11980922,30462686,Entire home/apt,Centrum Oost,0,0.0,2,1.0,180.0,Apartment city centre,52.362835,4.883232,Centrum
6058,249693,1308372,Entire home/apt,Noord-West / Noord-Midden,8,5.0,2,1.0,180.0,Brand New City Center Apartment,52.358582,4.885856,West
6059,3076872,15659081,Entire home/apt,Noord-West / Noord-Midden,12,4.5,2,2.0,180.0,Great Garden Apartment ,52.358356,4.876289,West
6060,12151326,48703385,Entire home/apt,Noord-West / Noord-Midden,16,4.0,4,1.0,162.0,Museum Quarter Garden Stay,52.357537,4.875023,West
6061,15780515,102064815,Entire home/apt,Noord-West / Noord-Midden,44,5.0,2,1.0,179.0,AUTHENTIC DUTCH DESIGN LOFT walk everywhere,52.359486,4.869286,West
6062,6885109,7806871,Entire home/apt,De Baarsjes / Oud West,18,5.0,3,1.0,155.0,"Bright, Central, Canal Apartment",52.366325,4.874022,West
6063,2245228,11467907,Entire home/apt,De Pijp / Rivierenbuurt,49,4.5,2,1.0,150.0,"Amsterdam Centre, Perfect Location!",52.35506,4.890234,Zuid
6064,1333886,7233485,Entire home/apt,De Pijp / Rivierenbuurt,51,4.5,3,1.0,150.0,HOT SPOT IN THE BEST AREA OF A'DAM!,52.356531,4.895642,Zuid
6065,3733096,6604777,Entire home/apt,De Pijp / Rivierenbuurt,41,5.0,2,1.0,150.0,Knus appartement midden in de pijp,52.355968,4.891901,Zuid
6066,14495568,33424436,Entire home/apt,De Pijp / Rivierenbuurt,6,4.5,4,2.0,156.0,Beautiful 'De Pijp'  apartment in Amsterdam South,52.35601,4.889177,Zuid
6067,5461602,4979621,Entire home/apt,De Pijp / Rivierenbuurt,14,4.5,2,1.0,150.0,Cozy apartment in great area,52.35648,4.887498,Zuid
6068,3086023,8085038,Entire home/apt,Centrum Oost,21,5.0,2,1.0,168.0,COSY HOUSEBOAT IN THE CITY CENTER,52.361263,4.898326,Centrum
6069,2779753,14216744,Entire home/apt,De Pijp / Rivierenbuurt,12,4.5,4,2.0,180.0,"Spacious, light, huge roof terrace!",52.357936,4.894963,Zuid
6070,2949369,3643015,Entire home/apt,De Pijp / Rivierenbuurt,23,4.5,4,2.0,155.0,Characteristic Amsterdam appartment,52.355352,4.887778,Zuid
6071,3723418,11785388,Entire home/apt,De Pijp / Rivierenbuurt,10,5.0,4,2.0,180.0,Brand new apartment in de Pijp,52.355016,4.89386,Zuid
6072,9771824,48703385,Entire home/apt,De Pijp / Rivierenbuurt,3,4.0,2,0.0,162.0,Loft apartment in popular area!,52.356797,4.888039,Zuid
6073,11748044,58428526,Entire home/apt,Bos en Lommer,2,0.0,4,1.0,180.0,Brazil apartment Amsterdam,52.377812,4.849597,West
6074,14215570,9406707,Entire home/apt,De Baarsjes / Oud West,3,5.0,2,1.0,155.0,Modern apartment in Amsterdam-West,52.371005,4.848441,West
6075,2424468,11812316,Entire home/apt,De Baarsjes / Oud West,2,0.0,2,1.0,168.0,Spacious & sunny apartment w sauna!,52.371002,4.860293,West
6076,7787732,1879097,Entire home/apt,De Baarsjes / Oud West,9,5.0,2,1.0,162.0,Quirky and comfortable 1bedr appt,52.370104,4.860457,West
6077,6370417,5527390,Entire home/apt,De Baarsjes / Oud West,6,5.0,4,2.0,150.0,"Charming,cozy,luxe 2 bedroom apartment near center",52.373267,4.85717,West
6078,474452,2352274,Entire home/apt,De Baarsjes / Oud West,27,5.0,2,1.0,150.0,xx,52.369745,4.860265,West
6079,12239530,59616164,Entire home/apt,De Baarsjes / Oud West,5,4.0,4,2.0,180.0,Quiet & Calm 2 room apartment suitable for 4p,52.37441,4.862936,West
6080,6816107,10254359,Entire home/apt,De Baarsjes / Oud West,26,4.5,3,1.0,150.0,Trendy area in district Baarsjes.,52.37294,4.856077,West
6081,522471,2569931,Entire home/apt,Bos en Lommer,15,5.0,4,3.0,162.0,Beautiful grand appartment (135 m2),52.377615,4.852851,West
6082,1310788,7124463,Entire home/apt,De Baarsjes / Oud West,60,5.0,4,2.0,168.0,Rosa's urban beach house + garden ,52.372007,4.849301,West
6083,2013769,10359419,Entire home/apt,De Baarsjes / Oud West,2,0.0,2,1.0,152.0,Lovely apartment - inc wifi & bikes,52.370091,4.853788,West
6084,14236994,7978146,Entire home/apt,De Baarsjes / Oud West,10,5.0,2,1.0,174.0,Renovated luxurious industrial apartment in WEST,52.370672,4.848708,West
6085,14661287,35263107,Entire home/apt,De Baarsjes / Oud West,19,5.0,2,1.0,155.0,Bright place close to de Jordaan and de Hallen,52.369738,4.859831,West
6086,11747974,58428526,Entire home/apt,Bos en Lommer,0,0.0,4,1.0,180.0,Thailand apartment Amsterdam,52.377682,4.849096,West
